TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,is_fraud,Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category,transaction_hour
2020-09-10,TXN00002504,A00006875,PLC00000733,2018-09-17,2020-09-07,2020-09-07,Travel,84.31,5000.0,Mark Hernandez,9 Thomas Street,0,Ashland,MA,1721.0,415-34-7244,N,35.0,89.0,N,4.0,M,Mortgage,MI,35111618.0,KLZG99452211672258,College,A,Minor Loss,Ambulance,1.0,1.0,AL,Montgomery,22.0,AGENT00966,VNDR00176,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002505,A00001743,PLC00001422,2016-12-21,2020-09-05,2020-09-06,Property,87.15,33000.0,Henry Maize,5150 West Eugie Avenue,#2021,Glendale,AZ,85304.0,038-46-0042,Y,29.0,65.0,Y,4.0,H,Rent,LI,117168932.0,CHBV30156886341659,Masters,A,Major Loss,Other,1.0,1.0,FL,Panama City,4.0,AGENT01072,VNDR00332,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002506,A00004042,PLC00001305,2018-06-23,2020-09-02,2020-09-05,Property,146.8,34000.0,Wiley Thomas,231 South Kimbrel Avenue,0,Panama City,FL,32404.0,673-11-9678,Y,60.0,25.0,Y,4.0,M,Rent,HI,115355734.0,ZUKV54028732480453,0,A,Total Loss,Ambulance,1.0,1.0,KY,Louisville,23.0,AGENT00455,VNDR00358,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002507,A00009422,PLC00004661,2020-01-31,2020-08-26,2020-08-31,Life,98.15,10000.0,Anthony Quick,1810 Orchard Place,0,Anchorage,AK,99502.0,776-55-4651,N,45.0,115.0,Y,2.0,M,Mortgage,HI,27755338.0,MPRG55956022663190,PhD,A,Minor Loss,Police,1.0,1.0,AR,Fayetteville,17.0,AGENT00169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002508,A00001632,PLC00002819,2018-02-11,2020-09-09,2020-09-09,Mobile,9.98,200.0,John Chamblee,2417 Becker Place,0,Del City,OK,73115.0,867-99-0693,N,60.0,38.0,Y,2.0,H,Mortgage,MI,33362728.0,MNIB77560774247264,High School,A,Major Loss,Ambulance,1.0,0.0,AR,Fayetteville,22.0,AGENT00018,VNDR00046,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002509,A00003937,PLC00008332,2010-07-16,2020-08-26,2020-08-31,Health,182.21,16000.0,Evelyn Mattera,401 East Northern Lights Boulevard,#STE 000203,Anchorage,AK,99503.0,622-86-2936,Y,47.0,105.0,Y,2.0,H,Rent,LI,124729500.0,QMNC85526620696728,Masters,A,Total Loss,Ambulance,1.0,1.0,AL,Montgomery,19.0,AGENT01054,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002510,A00000007,PLC00000651,2012-03-08,2020-09-06,2020-09-07,Motor,83.78,9000.0,Cecilia Newberry,5792 Owl Hill Avenue,0,Santa Rosa,CA,95409.0,484-99-8186,Y,47.0,11.0,Y,3.0,H,Mortgage,LI,18974458.0,VREJ74667246624962,Masters,A,Major Loss,Police,0.0,1.0,GA,Pooler,20.0,AGENT00263,VNDR00009,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002511,A00008367,PLC00005399,2020-01-20,2020-09-01,2020-09-04,Motor,139.48,9000.0,Patricia Banks,3 Kimball Street,0,Marblehead,MA,1945.0,460-08-4070,N,58.0,54.0,Y,6.0,M,Own,MI,79812290.0,JZZR42735467188947,Masters,A,Minor Loss,Police,0.0,0.0,CO,Arvada,6.0,AGENT00957,VNDR00401,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002512,A00004098,PLC00000737,2019-10-28,2020-09-08,2020-09-08,Mobile,7.79,600.0,Geneva Ferraro,16412 Eastwood Cut Off Road,0,Louisville,KY,40245.0,798-74-8160,N,43.0,15.0,Y,4.0,M,Rent,MI,76987513.0,DYUG65207531953977,Bachelor,A,Total Loss,Police,0.0,1.0,CT,Manchester,16.0,AGENT01150,VNDR00527,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002513,A00008572,PLC00006864,2014-12-11,2020-09-04,2020-09-06,Travel,62.7,5000.0,Annette Mccaslin,19448 Currant Drive,0,Edmond,OK,73012.0,289-43-2151,Y,45.0,102.0,Y,2.0,M,Mortgage,MI,77792998.0,PFZM97755217994546,Bachelor,A,Total Loss,Other,0.0,1.0,AK,Anchorage,12.0,AGENT00690,VNDR00462,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002514,A00008676,PLC00004575,2010-09-14,2020-08-24,2020-08-29,Life,92.89,69000.0,Charles Rose,7435 East Tulare Avenue,0,Fresno,CA,93737.0,013-43-9880,N,64.0,102.0,Y,7.0,H,Own,HI,70202333.0,LRCC42653652798913,Bachelor,A,Major Loss,Police,0.0,0.0,MD,Annapolis,18.0,AGENT00513,VNDR00578,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002515,A00003363,PLC00002220,2013-07-09,2020-09-04,2020-09-06,Mobile,8.78,500.0,Jessie Beal,197 Oak Street,0,Manchester,CT,6040.0,675-31-3690,Y,45.0,9.0,Y,2.0,M,Mortgage,HI,58773033.0,PXKS90202090000945,0,A,Major Loss,Ambulance,1.0,0.0,DC,Washington,22.0,AGENT00299,VNDR00465,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002516,A00006740,PLC00004975,2012-11-11,2020-08-24,2020-08-29,Life,57.65,81000.0,Mary Osuna,1504 East 55th Street,0,Savannah,GA,31404.0,365-58-2416,Y,56.0,113.0,N,2.0,M,Mortgage,MI,83035814.0,QARV43052186653479,High School,A,Minor Loss,Ambulance,1.0,1.0,KY,Louisville,23.0,AGENT00815,VNDR00437,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002517,A00002100,PLC00002335,2015-06-29,2020-09-05,2020-09-06,Life,92.46,81000.0,Tanika Yeiser,5754 Belleau Drive,0,Montgomery,AL,36117.0,522-25-1745,N,32.0,103.0,N,6.0,L,Rent,MI,42567064.0,QPJN90030323387270,MD,D,Minor Loss,0,1.0,1.0,AZ,Glendale,22.0,AGENT00576,VNDR00535,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002518,A00009799,PLC00002079,2018-09-11,2020-09-07,2020-09-07,Motor,78.67,1000.0,Jerry Thomas,1320 Dunbarton Road,0,Montgomery,AL,36117.0,191-78-5146,N,62.0,33.0,Y,7.0,M,Own,MI,58646979.0,VMTQ26628919517533,College,A,Major Loss,Police,0.0,1.0,OK,Oklahoma City,22.0,AGENT00562,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002519,A00000392,PLC00002394,2015-05-09,2020-09-06,2020-09-07,Property,81.41,37000.0,Timothy Cage,1314 89th Avenue,0,Oakland,CA,94621.0,751-83-8845,N,41.0,95.0,Y,4.0,M,Mortgage,HI,35471361.0,MWCV35053758647885,College,A,Major Loss,Police,0.0,0.0,FL,Panama City,14.0,AGENT00850,VNDR00168,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002520,A00003180,PLC00003804,2016-05-03,2020-09-06,2020-09-07,Travel,56.79,4000.0,Linda Ament,3819 Vineyard Avenue,#59,Pleasanton,CA,94566.0,606-89-3333,Y,62.0,32.0,Y,6.0,L,Own,MI,30539415.0,POBR19915678988140,College,A,Minor Loss,0,1.0,1.0,AZ,Glendale,20.0,AGENT00649,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-10,TXN00002521,A00001218,PLC00009680,2012-07-23,2020-08-27,2020-09-01,Life,84.04,29000.0,Debra Jacob,629 Debbie Drive,0,Nashville,TN,37076.0,306-02-2981,Y,46.0,83.0,Y,4.0,L,Own,MI,126383630.0,FGED83692508577997,0,A,Major Loss,Other,1.0,1.0,CO,Arvada,16.0,AGENT00560,VNDR00067,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002522,A00000534,PLC00005082,2017-12-14,2020-09-02,2020-09-05,Property,102.31,10000.0,Tracey Sloan,5606 Olde Wadsworth Boulevard,#20,Arvada,CO,80002.0,366-40-0607,Y,35.0,32.0,Y,6.0,M,Mortgage,HI,61454022.0,ADPI18524579004226,High School,A,Major Loss,Ambulance,0.0,1.0,TN,Nashville,8.0,AGENT00032,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002523,A00002996,PLC00002088,2016-06-29,2020-09-08,2020-09-08,Mobile,9.24,100.0,Lula Brooks,621 Northwest 94th Street,0,Oklahoma City,OK,73114.0,595-40-3572,Y,34.0,68.0,Y,3.0,L,Own,HI,123436658.0,NCSV18541264506895,Masters,A,Minor Loss,Police,0.0,0.0,AL,Indian Springs Village,12.0,AGENT00494,VNDR00287,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002524,A00000710,PLC00004713,2013-04-02,2020-08-28,2020-09-02,Life,79.86,49000.0,Jesus Burton,10632 Admiral Court,0,Oklahoma City,OK,73162.0,248-06-9308,Y,42.0,93.0,Y,3.0,M,Mortgage,HI,22253945.0,OOIZ88901590097485,Bachelor,A,Major Loss,Police,1.0,1.0,GA,Savannah,0.0,AGENT00391,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002525,A00009434,PLC00003177,2016-05-20,2020-09-09,2020-09-09,Health,132.28,20000.0,Vincent Santos,4331 Foeburn Lane,0,Louisville,KY,40207.0,318-01-4729,Y,61.0,6.0,Y,6.0,H,Mortgage,MI,109550419.0,BHQM69448305790445,Masters,A,Total Loss,Police,0.0,1.0,DC,Washington,8.0,AGENT00794,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002526,A00007590,PLC00001914,2018-11-06,2020-09-09,2020-09-09,Property,156.96,21000.0,John Elliott,16 Pine Hill Street,0,Manchester,CT,6042.0,729-07-8938,Y,33.0,78.0,Y,5.0,L,Own,HI,11168892.0,SNSD22911785670419,Bachelor,A,Total Loss,Ambulance,1.0,1.0,GA,Savannah,11.0,AGENT00420,VNDR00296,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002527,A00008378,PLC00005666,2013-02-15,2020-09-07,2020-09-08,Health,111.35,5000.0,Danny Murphy,739 Center Street,0,Manchester,CT,6040.0,676-20-4239,Y,29.0,90.0,Y,2.0,M,Own,MI,99789659.0,BZID97349529125006,Masters,A,Total Loss,Police,1.0,1.0,AZ,Glendale,3.0,AGENT00602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002528,A00003840,PLC00003840,2017-08-29,2020-09-01,2020-09-04,Motor,97.37,7000.0,Cynthia Backes,102 Hayes Drive,0,Pooler,GA,31322.0,628-73-8946,Y,59.0,40.0,Y,2.0,M,Rent,MI,78945647.0,HQSN48713339084139,PhD,A,Minor Loss,0,1.0,0.0,CA,Orange,6.0,AGENT00243,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002529,A00007555,PLC00000926,2019-05-15,2020-09-04,2020-09-06,Life,85.42,45000.0,Rose Anspach,26563 Chisholm Court,0,Hayward,CA,94544.0,737-66-5569,Y,56.0,86.0,N,5.0,M,Mortgage,LI,122144226.0,UFCY07832637707625,High School,A,Major Loss,Police,1.0,0.0,MA,Easton,14.0,AGENT01143,VNDR00385,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002530,A00004604,PLC00001670,2014-09-06,2020-08-26,2020-08-31,Life,65.33,14000.0,Bronwyn Wilbur,1850 Berryhill Place,0,Montgomery,AL,36117.0,505-77-5604,N,37.0,93.0,Y,2.0,M,Mortgage,MI,64127055.0,YHIA63480158065473,PhD,A,Total Loss,Police,1.0,1.0,DC,Washington,12.0,AGENT00120,VNDR00585,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002531,A00009294,PLC00000477,2017-01-31,2020-08-30,2020-09-04,Motor,134.8,6000.0,Timothy Rizzo,222 Plymouth Street,A,Middleborough,MA,2346.0,793-33-4670,Y,26.0,82.0,Y,6.0,M,Rent,MI,67650257.0,UEUQ07343431210817,High School,A,Total Loss,Ambulance,1.0,0.0,FL,Panama City Beach,20.0,AGENT00179,VNDR00374,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002532,A00004708,PLC00007868,2012-04-08,2020-09-04,2020-09-06,Motor,70.22,2000.0,Julie Replogle,2405 230th Street,0,Pasadena,MD,21122.0,660-09-3792,N,61.0,75.0,Y,4.0,L,Rent,LI,53696209.0,KKPP51275168998750,College,A,Total Loss,Police,1.0,0.0,AZ,Glendale,21.0,AGENT01039,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002533,A00000717,PLC00001871,2013-03-30,2020-09-09,2020-09-09,Travel,86.37,5000.0,Mickey Myers,6687 Xenon Drive,0,Arvada,CO,80004.0,426-49-8332,Y,56.0,86.0,Y,7.0,H,Own,MI,72162057.0,LSBZ13606790635729,College,A,Major Loss,Ambulance,1.0,1.0,VT,Hartford,0.0,AGENT00319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002534,A00002257,PLC00007146,2011-04-19,2020-09-10,2020-09-10,Travel,51.45,2000.0,Shelley Adams,1332 Maple Street,0,Montgomery,AL,36108.0,726-02-1531,Y,55.0,69.0,Y,2.0,L,Rent,HI,86185059.0,SBWE88309071232581,Bachelor,A,Total Loss,Ambulance,1.0,0.0,DC,Washington,1.0,AGENT01019,VNDR00336,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002535,A00001586,PLC00001493,2013-11-30,2020-08-24,2020-08-29,Property,109.31,15000.0,Joyce Maloney,7101 West Beardsley Road,#151,Glendale,AZ,85308.0,858-67-0871,Y,49.0,19.0,Y,7.0,L,Rent,MI,12614400.0,PEHI93106840585438,PhD,A,Total Loss,0,0.0,1.0,DC,Washington,9.0,AGENT00260,VNDR00393,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002536,A00007669,PLC00002688,2018-04-17,2020-08-25,2020-08-30,Life,82.54,16000.0,Warren Sawyer,6045 Camelot Court,0,Montgomery,AL,36117.0,634-08-0885,Y,46.0,84.0,Y,2.0,M,Mortgage,LI,121138851.0,NQGW70700743093857,Bachelor,A,Major Loss,Other,0.0,1.0,CA,San Leandro,9.0,AGENT01086,VNDR00428,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002537,A00002547,PLC00003318,2016-04-02,2020-09-08,2020-09-08,Health,124.95,13000.0,Elizabeth Trombly,6739 Taft Court,0,Arvada,CO,80004.0,886-55-5297,N,49.0,51.0,N,2.0,L,Mortgage,HI,91269009.0,BIPA29804252585969,Bachelor,A,Minor Loss,0,0.0,0.0,CT,Manchester,21.0,AGENT00626,VNDR00556,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002538,A00005824,PLC00005216,2011-07-15,2020-09-02,2020-09-05,Property,126.45,32000.0,Marlene Simmons,1403 Robinson Road,0,Nashville,TN,37138.0,119-08-4262,N,44.0,117.0,Y,6.0,M,Mortgage,LI,93976646.0,CILN77296601697861,High School,A,Minor Loss,Ambulance,1.0,0.0,CO,Arvada,9.0,AGENT01073,VNDR00167,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002539,A00003745,PLC00008813,2019-11-07,2020-09-07,2020-09-08,Travel,55.32,2000.0,Nancy Luckett,1627 Connecticut Avenue Northwest,0,Washington,DC,20009.0,397-14-6042,N,30.0,10.0,Y,4.0,L,Rent,MI,123215523.0,FDIA15704133584007,Masters,D,Minor Loss,Ambulance,1.0,1.0,CO,Arvada,5.0,AGENT00844,VNDR00350,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002540,A00000681,PLC00009653,2019-09-20,2020-08-25,2020-08-30,Health,144.89,19000.0,Elaine Madigan,217 West Congress Street,0,Savannah,GA,31401.0,175-10-7877,N,55.0,20.0,Y,5.0,M,Rent,MI,114897219.0,HVJT58657040267915,High School,A,Minor Loss,Ambulance,0.0,0.0,FL,Panama City,10.0,AGENT00937,VNDR00137,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002541,A00000803,PLC00001922,2016-12-05,2020-09-04,2020-09-06,Life,55.03,24000.0,Sarah Meagher,519 Roxboro Place Northwest,0,Washington,DC,20011.0,198-47-2063,N,27.0,119.0,Y,2.0,M,Mortgage,LI,100574591.0,CHNA18251896400620,High School,A,Major Loss,Ambulance,1.0,1.0,OK,Oklahoma City,6.0,AGENT00361,VNDR00008,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002542,A00006220,PLC00002075,2011-12-22,2020-08-27,2020-09-01,Travel,85.74,2000.0,Marie Curtis,4328 Brewer Road,0,Montgomery,AL,36108.0,453-51-5320,N,37.0,50.0,Y,4.0,L,Rent,LI,21462067.0,XLHU48696806091719,High School,D,Major Loss,Ambulance,0.0,1.0,AL,Montgomery,17.0,AGENT00864,VNDR00252,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002543,A00003233,PLC00001599,2011-08-30,2020-08-30,2020-09-04,Life,51.0,64000.0,Tracy Smith,125 Summer Street,0,Manchester,CT,6040.0,080-08-3688,Y,61.0,115.0,Y,7.0,H,Rent,MI,34422887.0,GCHN97206430477224,Bachelor,A,Minor Loss,Police,1.0,1.0,OK,Edmond,11.0,AGENT00427,VNDR00473,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-11,TXN00002544,A00004542,PLC00002953,2010-06-13,2020-08-27,2020-09-01,Travel,77.26,1000.0,Herbert Hannah,1607 Louisiana Avenue,0,Panama City,FL,32405.0,183-55-1816,Y,47.0,108.0,Y,5.0,M,Rent,HI,41374180.0,FLEC17101011921576,Bachelor,D,Minor Loss,Ambulance,1.0,0.0,CA,Carson,22.0,AGENT00783,VNDR00400,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002545,A00004749,PLC00007436,2015-04-09,2020-09-01,2020-09-06,Travel,86.62,4000.0,Odell Hall,39 Newhall Street,#7,Lynn,MA,1902.0,778-80-1124,N,33.0,54.0,Y,5.0,H,Rent,HI,104532908.0,LGJZ97047461864572,Masters,A,Major Loss,Ambulance,0.0,1.0,CT,Manchester,5.0,AGENT00323,VNDR00398,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002546,A00009267,PLC00006605,2011-09-28,2020-09-09,2020-09-09,Life,80.94,48000.0,Bradley Peterson,81 Seaton Place Northwest,0,Washington,DC,20001.0,430-86-4818,Y,45.0,94.0,Y,7.0,M,Mortgage,HI,82430494.0,KZPG05130428738098,High School,A,Major Loss,0,0.0,1.0,DC,Washington,14.0,AGENT00669,VNDR00031,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002547,A00007471,PLC00006977,2017-10-28,2020-08-27,2020-09-01,Mobile,6.75,500.0,Pearlie Betts,10 Bramblebush Drive,0,Barnstable,MA,2635.0,472-63-1023,N,39.0,31.0,Y,3.0,L,Own,MI,82388397.0,DYDB08833983028650,PhD,A,Minor Loss,Police,0.0,1.0,GA,Savannah,10.0,AGENT00831,VNDR00392,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002548,A00006016,PLC00001479,2016-03-26,2020-09-09,2020-09-09,Travel,84.82,3000.0,Dolly Rutledge,8423 Pioneer Drive,0,Severn,MD,21144.0,431-71-0863,Y,42.0,13.0,Y,3.0,L,Rent,HI,45109225.0,WAWL16461432156213,Masters,A,Minor Loss,Police,1.0,0.0,VT,Essex,4.0,AGENT00378,VNDR00365,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002549,A00000620,PLC00004327,2013-04-02,2020-09-04,2020-09-07,Life,71.45,36000.0,Jason Clanton,7711 North 51st Avenue,#1180,Glendale,AZ,85301.0,297-05-3130,Y,57.0,18.0,N,7.0,L,Mortgage,LI,29083435.0,UXFG57052760928400,High School,A,Major Loss,Police,0.0,0.0,CO,Arvada,21.0,AGENT00909,VNDR00546,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002550,A00000511,PLC00009020,2014-11-25,2020-08-25,2020-08-30,Property,145.15,39000.0,Melanie Eastman,7609 Doris Place,0,Oklahoma City,OK,73162.0,300-60-8603,Y,59.0,83.0,Y,4.0,L,Rent,HI,53481346.0,ZNXF84410515321092,High School,A,Total Loss,Other,0.0,1.0,MA,Lynn,15.0,AGENT00333,VNDR00378,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002551,A00009523,PLC00006180,2015-12-24,2020-09-01,2020-09-06,Health,172.41,13000.0,Benjamin Wagner,517 Retford Drive,0,Severna Park,MD,21146.0,407-97-0013,Y,39.0,106.0,Y,6.0,H,Own,HI,109971496.0,BHHA98897190254718,High School,A,Major Loss,Ambulance,1.0,1.0,DC,Washington,22.0,AGENT00105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002552,A00006452,PLC00004195,2015-10-19,2020-09-02,2020-09-05,Life,92.52,65000.0,Brooks Coughlin,5458 30th Street Northwest,0,Washington,DC,20015.0,134-94-5943,N,49.0,92.0,Y,6.0,L,Rent,HI,46866842.0,UGKU50707966219233,Bachelor,A,Total Loss,0,1.0,1.0,FL,Lynn Haven,15.0,AGENT00512,VNDR00417,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002553,A00004455,PLC00004173,2019-06-11,2020-08-28,2020-09-02,Property,125.0,34000.0,Timothy Pratt,5331 Rexford Court,0,Montgomery,AL,36116.0,376-21-5309,Y,58.0,36.0,Y,4.0,L,Own,LI,10462670.0,ESWJ25225458764752,Masters,A,Total Loss,0,1.0,0.0,CT,Manchester,12.0,AGENT00427,VNDR00282,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002554,A00000536,PLC00008146,2014-05-22,2020-09-06,2020-09-08,Travel,78.36,3000.0,Susannah Blaine,517 Wesley Avenue,0,Nashville,TN,37207.0,485-57-0631,Y,33.0,24.0,Y,2.0,M,Rent,HI,31216999.0,LOTZ25793598588288,Bachelor,A,Major Loss,Police,1.0,1.0,AL,Montgomery,9.0,AGENT00221,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002555,A00006196,PLC00009406,2012-07-17,2020-09-05,2020-09-07,Motor,128.65,3000.0,Evelyn Lummus,2707 Eden Street,0,Nashville,TN,37208.0,633-62-6004,Y,30.0,28.0,Y,3.0,H,Rent,LI,110738741.0,IMTF46821264869975,High School,A,Total Loss,Ambulance,1.0,1.0,CA,Selma,19.0,AGENT00849,VNDR00046,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002556,A00004914,PLC00009314,2011-01-04,2020-09-07,2020-09-08,Travel,80.94,1000.0,John Coleman,7613 Yule Court,0,Arvada,CO,80007.0,667-51-3514,N,33.0,68.0,Y,4.0,L,Rent,LI,90974308.0,ZIRJ79036859119266,Bachelor,A,Major Loss,Ambulance,1.0,1.0,CT,Manchester,16.0,AGENT00739,VNDR00466,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002557,A00009372,PLC00000920,2014-05-20,2020-09-01,2020-09-06,Motor,133.19,8000.0,Doris Morales,457 Mountain Village Boulevard,#320-3,Mountain Village,CO,81435.0,674-94-8730,Y,37.0,49.0,Y,7.0,L,Mortgage,MI,41792267.0,UELU29637152198100,High School,A,Minor Loss,Ambulance,1.0,1.0,CA,Oakland,19.0,AGENT00264,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002558,A00004209,PLC00004952,2018-10-09,2020-09-11,2020-09-11,Property,149.29,19000.0,Gloria Perkins,10508 Kovats Court,0,Louisville,KY,40223.0,057-70-3896,Y,49.0,60.0,Y,7.0,M,Mortgage,LI,53223973.0,PBPJ95364446477051,Masters,A,Total Loss,Police,1.0,1.0,AZ,Glendale,19.0,AGENT00123,VNDR00132,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002559,A00004315,PLC00000748,2013-07-19,2020-08-27,2020-09-01,Mobile,6.08,100.0,Russel Gonzales,531 Bobbin Mill Road,0,Lunenburg,VT,5906.0,144-57-1728,Y,44.0,64.0,Y,5.0,L,Own,MI,106128019.0,AWCG28333346352531,Masters,A,Minor Loss,Police,1.0,1.0,CA,Alameda,23.0,AGENT01149,VNDR00170,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002560,A00003998,PLC00003454,2012-11-25,2020-09-09,2020-09-09,Health,184.93,9000.0,Gordon Casale,1414 West 7th Avenue,#APT 000002,Anchorage,AK,99501.0,665-38-4261,Y,61.0,115.0,N,3.0,L,Rent,MI,77545255.0,TMWV04076840631910,Bachelor,A,Minor Loss,Ambulance,0.0,1.0,DC,Washington,8.0,AGENT00534,VNDR00451,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002561,A00005532,PLC00001164,2016-09-17,2020-08-30,2020-09-04,Property,115.66,38000.0,Joan Malm,7701 West Saint John Road,#2010,Glendale,AZ,85308.0,100-71-6718,Y,58.0,66.0,Y,2.0,H,Own,HI,67519356.0,CNWB54101176071381,Bachelor,A,Total Loss,Ambulance,1.0,0.0,AK,Anchorage,19.0,AGENT00337,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-09-12,TXN00002562,A00000356,PLC00008385,2010-09-28,2020-09-04,2020-09-07,Property,153.7,21000.0,Margaret Sargent,309 Water Street,0,North Little Rock,AR,72117.0,372-81-5407,Y,37.0,68.0,N,7.0,M,Mortgage,MI,65216693.0,XVDF26975251975306,High School,A,Total Loss,0,0.0,1.0,AL,Montgomery,17.0,AGENT00084,VNDR00522,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
